id,sales
3001139,-49.68109
3001140,-11.343759
3001141,67.085304
3001142,10.015771
3001143,182.49408
3001144,74.27396
3001145,-0.76429176
3001146,-0.76429176
3001147,135.9649
3001148,50.390175
3001149,3104.774
3001150,295.57187
3001151,0.01013267
3001152,16.11747
3001153,14.341694
3001154,101.78239
3001155,2825.081
3001156,20.709816
3001157,515.2363
3001158,-16.740993
3001159,1314.2826
3001160,1060.0898
3001161,428.2392
3001162,128.6053
3001163,177.52612
3001164,3669.9272
3001165,8.427644
3001166,6.9468093
3001167,38.29029
3001168,89.095665
3001169,6.9468093
3001170,261.32687
3001171,9.387294
3001172,161.07274
3001173,139.54126
3001174,214.5089
3001175,21.782413
3001176,194.26074
3001177,299.15298
3001178,-1.1105599
3001179,-1.1105599
3001180,196.03401
3001181,91.96213
3001182,2847.5728
3001183,480.01657
3001184,11.671797
3001185,-5.5332646
3001186,-7.3090425
3001187,-14.190582
3001188,2502.3777
3001189,0.23123622
3001190,449.22632
3001191,-41.56828
3001192,1049.0983
3001193,731.1767
3001194,172.83385
3001195,46.52948
3001196,95.45028
3001197,4020.3584
3001198,-0.05255723
3001199,-1.5333922
3001200,-1.6880777
3001201,-36.991913
3001202,-1.5333922
3001203,123.45718
3001204,0.9070928
3001205,10.235942
3001206,-2.3371077
3001207,74.96156
3001208,13.302209
3001209,194.02939
3001210,311.54715
3001211,-15.904789
3001212,-15.904789
3001213,211.00038
3001214,98.822815
3001215,2654.8086
3001216,544.309
3001217,-30.322191
3001218,5.9940495
3001219,4.218276
3001220,-30.518799
3001221,2322.3853
3001222,-10.163434
3001223,304.80826
3001224,-38.909397
3001225,922.4401
3001226,581.9605
3001227,174.76701
3001228,32.87259
3001229,81.79341
3001230,3049.8435
3001231,7.674774
3001232,6.1939354
3001233,-23.620377
3001234,4.20429
3001235,6.1939354
3001236,151.50024
3001237,8.634429
3001238,17.7197
3001239,-22.218159
3001240,91.53635
3001241,19.302742
3001242,200.0299
3001243,192.5756
3001244,-1.6587179
3001245,-1.6587179
3001246,121.902565
3001247,13.238104
3001248,2452.347
3001249,299.78848
3001250,7.8099613
3001251,10.296448
3001252,8.520677
3001253,59.42796
3001254,2885.5442
3001255,7.373831
3001256,695.6921
3001257,29.47975
3001258,1260.4817
3001259,1329.3542
3001260,396.85522
3001261,103.85288
3001262,152.77368
3001263,4896.633
3001264,-1.1726363
3001265,-2.653472
3001266,42.042
3001267,246.76859
3001268,-2.653472
3001269,392.85056
3001270,9.353878
3001271,302.5897
3001272,300.86752
3001273,372.94684
3001274,21.749004
3001275,276.3047
3001276,630.84125
3001277,36.39373
3001278,36.39373
3001279,368.74393
3001280,193.3067
3001281,4210.8687
3001282,705.3076
3001283,52.31589
3001284,-33.727196
3001285,-35.502968
3001286,116.44559
3001287,3008.1748
3001288,-37.58082
3001289,574.16
3001290,-60.221313
3001291,1375.9467
3001292,993.2172
3001293,331.6508
3001294,159.81795
3001295,215.71823
3001296,4553.3877
3001297,-12.015856
3001298,-13.49669
3001299,74.80481
3001300,88.69638
3001301,-13.49669
3001302,244.69519
3001303,-10.831668
3001304,137.44519
3001305,139.36652
3001306,217.79558
3001307,1.2222613
3001308,171.41724
3001309,371.06714
3001310,-23.954111
3001311,-23.954111
3001312,196.62875
3001313,97.80864
3001314,2972.7673
3001315,434.6667
3001316,-37.49341
3001317,-42.041958
3001318,-43.817738
3001319,-44.530064
3001320,2431.462
3001321,-86.41141
3001322,326.34305
3001323,-147.0119
3001324,1217.5973
3001325,785.0745
3001326,131.9825
3001327,-36.710457
3001328,19.18984
3001329,4120.8115
3001330,-29.222147
3001331,-30.702978
3001332,-7.8222866
3001333,0.7310382
3001334,-30.702978
3001335,143.33757
3001336,-28.037958
3001337,48.09006
3001338,51.40108
3001339,129.8302
3001340,-15.984033
3001341,140.17479
3001342,280.68005
3001343,-39.632633
3001344,42.899487
3001345,110.93008
3001346,12.110118
3001347,2270.7332
3001348,346.8992
3001349,-42.720757
3001350,-37.037804
3001351,-38.813576
3001352,-0.45392382
3001353,1824.795
3001354,-78.94914
3001355,227.21611
3001356,-165.48685
3001357,704.9623
3001358,421.532
3001359,-1.4665128
3001360,-50.62183
3001361,5.278468
3001362,2523.6702
3001363,-16.18394
3001364,-17.664772
3001365,-10.430956
3001366,-31.903679
3001367,-17.664772
3001368,110.453964
3001369,-14.999754
3001370,15.206525
3001371,-13.549451
3001372,77.02647
3001373,-4.331437
3001374,140.88832
3001375,84.39718
3001376,-46.23743
3001377,-46.23743
3001378,52.69858
3001379,14.074422
3001380,3311.474
3001381,303.9964
3001382,-9.095488
3001383,-22.197138
3001384,-23.972914
3001385,-9.0768
3001386,1778.8308
3001387,-35.42793
3001388,237.96715
3001389,-60.44445
3001390,622.70337
3001391,442.51505
3001392,-20.089392
3001393,24.954542
3001394,80.854836
3001395,2669.4001
3001396,8.043911
3001397,6.563076
3001398,0.14155737
3001399,-65.73509
3001400,6.563076
3001401,24.60704
3001402,9.228098
3001403,-138.96394
3001404,-35.234005
3001405,11.256827
3001406,21.81967
3001407,242.68988
3001408,49.86966
3001409,4.7723284
3001410,4.7723284
3001411,155.1756
3001412,77.52349
3001413,2133.9163
3001414,271.88922
3001415,16.188189
3001416,42.28869
3001417,40.512917
3001418,275.50037
3001419,3277.7607
3001420,73.759476
3001421,743.15704
3001422,65.97386
3001423,1236.5905
3001424,1196.3173
3001425,582.04395
3001426,262.57098
3001427,332.39023
3001428,3838.6375
3001429,35.921036
3001430,34.4402
3001431,81.44269
3001432,212.65388
3001433,34.4402
3001434,403.84048
3001435,37.10523
3001436,354.34882
3001437,243.15486
3001438,390.49033
3001439,49.696796
3001440,214.82515
3001441,490.14563
3001442,37.284847
3001443,37.284847
3001444,258.1547
3001445,193.882
3001446,5308.6816
3001447,984.3139
3001448,92.26666
3001449,-22.03634
3001450,-23.812113
3001451,-74.822716
3001452,2003.8663
3001453,-27.176588
3001454,274.00208
3001455,-84.6334
3001456,681.54565
3001457,556.1557
3001458,4.2561874
3001459,37.56575
3001460,107.38511
3001461,2513.2063
3001462,-3.9657364
3001463,-5.4465737
3001464,2.1611671
3001465,-57.003857
3001466,-5.4465737
3001467,86.85891
3001468,-2.7815514
3001469,-75.514854
3001470,-6.3338094
3001471,73.50865
3001472,9.272376
3001473,174.40073
3001474,141.09454
3001475,-3.1395636
3001476,-3.1395636
3001477,151.39421
3001478,58.14888
3001479,4091.0706
3001480,362.61786
3001481,10.296323
3001482,-29.59612
3001483,-31.37189
3001484,-9.663338
3001485,1844.4105
3001486,-42.976337
3001487,300.641
3001488,-67.37359
3001489,671.55176
3001490,505.52917
3001491,10.705063
3001492,37.104603
3001493,106.92397
3001494,2892.1274
3001495,-17.149132
3001496,-18.62997
3001497,-28.685844
3001498,-65.4946
3001499,-18.62997
3001500,56.78572
3001501,-15.964948
3001502,-138.66473
3001503,-34.993515
3001504,43.43551
3001505,-3.3733773
3001506,166.82155
3001507,46.213623
3001508,-20.304203
3001509,-20.304203
3001510,126.035736
3001511,47.231094
3001512,2764.5786
3001513,280.30212
3001514,-2.8841977
3001515,16.04389
3001516,14.268114
3001517,143.50941
3001518,2732.4912
3001519,49.90038
3001520,640.526
3001521,23.258604
3001522,1003.8533
3001523,972.3568
3001524,403.00467
3001525,186.42998
3001526,256.2493
3001527,3518.3853
3001528,27.519804
3001529,26.03897
3001530,60.8186
3001531,192.02982
3001532,26.03897
3001533,348.5431
3001534,28.703987
3001535,252.34073
3001536,222.53079
3001537,335.19293
3001538,41.29555
3001539,206.42387
3001540,412.13556
3001541,28.883614
3001542,28.883614
3001543,203.30614
3001544,139.0334
3001545,4233.1836
3001546,950.9009
3001547,87.69561
3001548,6.4828486
3001549,4.707078
3001550,114.20122
3001551,3027.8057
3001552,-6.897367
3001553,638.59955
3001554,-31.294622
3001555,1300.4796
3001556,1014.2229
3001557,397.53534
3001558,87.49015
3001559,157.30956
3001560,3929.2805
3001561,-0.5107121
3001562,-1.9915524
3001563,40.834137
3001564,105.17478
3001565,-1.9915524
3001566,293.92328
3001567,0.6734738
3001568,163.19879
3001569,54.7799
3001570,229.9997
3001571,13.265042
3001572,183.45998
3001573,495.7877
3001574,-3.665784
3001575,-3.665784
3001576,119.895485
3001577,63.869503
3001578,2998.6157
3001579,496.4829
3001580,19.126465
3001581,-25.274158
3001582,-27.04993
3001583,64.96979
3001584,2880.2388
3001585,-38.654377
3001586,547.4649
3001587,-63.05163
3001588,1101.301
3001589,832.88336
3001590,306.40076
3001591,55.73315
3001592,125.55253
3001593,3600.2656
3001594,-12.213624
3001595,-13.694464
3001596,11.6568165
3001597,75.99745
3001598,-13.694464
3001599,227.72206
3001600,-11.029439
3001601,162.2723
3001602,72.29344
3001603,200.82237
3001604,1.5621325
3001605,171.75706
3001606,379.6673
3001607,-15.368697
3001608,-15.368697
3001609,108.19257
3001610,91.59343
3001611,2753.0942
3001612,494.90814
3001613,-0.6085291
3001614,68.680176
3001615,66.90443
3001616,614.1532
3001617,7724.9937
3001618,269.40405
3001619,1500.4902
3001620,339.37567
3001621,2188.0312
3001622,2388.046
3001623,1192.4354
3001624,476.82782
3001625,525.74854
3001626,8018.179
3001627,70.6855
3001628,69.20465
3001629,248.25826
3001630,352.03018
3001631,69.20465
3001632,674.57324
3001633,77.16988
3001634,571.476
3001635,409.40866
3001636,659.122
3001637,89.565
3001638,341.2785
3001639,1026.078
3001640,130.1487
3001641,130.1487
3001642,718.788
3001643,597.82477
3001644,10580.674
3001645,1319.5408
3001646,167.44815
3001647,-30.974634
3001648,-32.75041
3001649,-28.708721
3001650,1857.9624
3001651,-46.538834
3001652,263.356
3001653,-70.93608
3001654,687.00006
3001655,354.84253
3001656,-31.276373
3001657,17.7985
3001658,87.617874
3001659,2689.1382
3001660,-18.174824
3001661,-19.655666
3001662,-49.30165
3001663,-107.720764
3001664,-19.655666
3001665,16.906635
3001666,-16.990637
3001667,-81.6429
3001668,-56.47921
3001669,1.20937
3001670,-6.3223224
3001671,163.8726
3001672,54.153934
3001673,-19.385769
3001674,-19.385769
3001675,98.92662
3001676,45.23471
3001677,3350.8313
3001678,290.6381
3001679,2.451261
3001680,28.354147
3001681,26.578371
3001682,63.075134
3001683,2615.5996
3001684,7.259066
3001685,518.57166
3001686,1.0430602
3001687,1191.3176
3001688,741.0021
3001689,226.11705
3001690,116.58237
3001691,186.4018
3001692,4596.446
3001693,14.627227
3001694,13.146392
3001695,7.2347116
3001696,6.6091776
3001697,13.146392
3001698,146.88889
3001699,16.912766
3001700,38.637367
3001701,29.688614
3001702,116.64069
3001703,27.581078
3001704,226.32138
3001705,323.114
3001706,16.332508
3001707,16.332508
3001708,169.32173
3001709,114.43142
3001710,2265.6501
3001711,429.72705
3001712,47.910557
3001713,-34.05363
3001714,-35.829403
3001715,-31.78771
3001716,1887.3684
3001717,-49.61783
3001718,209.10126
3001719,-74.015076
3001720,721.1407
3001721,380.39722
3001722,-1.8704756
3001723,14.719515
3001724,84.53888
3001725,2714.6929
3001726,-21.253822
3001727,-22.734663
3001728,-52.380653
3001729,-110.79976
3001730,-22.734663
3001731,25.030073
3001732,-20.069635
3001733,-84.7219
3001734,-80.298676
3001735,-1.8696269
3001736,-9.401323
3001737,160.7936
3001738,38.647453
3001739,-22.464767
3001740,-22.464767
3001741,95.847626
3001742,42.155716
3001743,3376.386
3001744,287.55908
3001745,-0.6277373
3001746,14.239977
3001747,12.464199
3001748,88.512146
3001749,2098.6694
3001750,21.068027
3001751,376.31372
3001752,-9.99876
3001753,1010.6388
3001754,660.3737
3001755,205.9465
3001756,124.40019
3001757,194.21964
3001758,3112.3545
3001759,6.441138
3001760,4.9603047
3001761,-8.802576
3001762,-66.72267
3001763,4.9603047
3001764,33.04571
3001765,7.625326
3001766,-65.50385
3001767,-22.953318
3001768,28.173851
3001769,18.293636
3001770,188.48862
3001771,75.1419
3001772,-3.0153441
3001773,-3.0153441
3001774,176.20143
3001775,85.78838
3001776,4094.6816
3001777,238.12619
3001778,-2.945681
3001779,32.659985
3001780,30.88421
3001781,78.70064
3001782,2733.616
3001783,25.309315
3001784,539.02954
3001785,14.965212
3001786,1151.0931
3001787,753.5802
3001788,237.5629
3001789,127.60518
3001790,197.4246
3001791,4648.373
3001792,22.137201
3001793,20.656366
3001794,34.78513
3001795,28.797308
3001796,20.656366
3001797,153.80177
3001798,23.321392
3001799,60.101112
3001800,59.298405
3001801,137.72752
3001802,33.989704
3001803,207.42128
3001804,320.53156
3001805,20.295534
3001806,20.295534
3001807,143.85686
3001808,119.893715
3001809,3782.723
3001810,410.52075
3001811,46.156284
3001812,-12.010212
3001813,-13.78598
3001814,11.286993
3001815,1875.8147
3001816,-36.02461
3001817,205.30031
3001818,-122.56236
3001819,760.3201
3001820,370.50116
3001821,-5.6364293
3001822,2.0932927
3001823,56.707672
3001824,2703.6787
3001825,0.5316545
3001826,-0.9491819
3001827,-7.00204
3001828,-62.36714
3001829,-0.9491819
3001830,62.637264
3001831,1.715844
3001832,-47.11471
3001833,-31.866047
3001834,46.562996
3001835,12.384159
3001836,157.60391
3001837,51.27948
3001838,-25.654455
3001839,-25.654455
3001840,68.032646
3001841,14.340756
3001842,3324.5784
3001843,336.6755
3001844,21.84151
3001845,1.5226003
3001846,-0.25317132
3001847,100.70101
3001848,3077.646
3001849,4.290579
3001850,495.05945
3001851,-20.106676
3001852,1137.7396
3001853,863.10364
3001854,341.7071
3001855,93.26371
3001856,163.08316
3001857,4131.4185
3001858,14.378238
3001859,12.897398
3001860,47.18312
3001861,116.97503
3001862,12.897398
3001863,281.27588
3001864,15.562419
3001865,161.44952
3001866,147.4762
3001867,241.79991
3001868,28.153992
3001869,198.3489
3001870,389.47833
3001871,11.223167
3001872,11.223167
3001873,134.78448
3001874,78.75847
3001875,2822.1199
3001876,581.8896
3001877,31.802505
3001878,22.180548
3001879,20.40478
3001880,177.01942
3001881,2620.9546
3001882,36.248734
3001883,597.6127
3001884,15.979593
3001885,1065.0203
3001886,953.87415
3001887,380.9014
3001888,154.3727
3001889,224.19202
3001890,3882.3735
3001891,30.228819
3001892,28.747984
3001893,97.606415
3001894,175.92899
3001895,28.747984
3001896,298.2093
3001897,31.413002
3001898,175.63919
3001899,206.43007
3001900,284.8591
3001901,44.00457
3001902,218.49393
3001903,401.1092
3001904,35.235588
3001905,35.235588
3001906,164.1186
3001907,136.22505
3001908,4152.8584
3001909,756.2141
3001910,72.38483
3001911,37.29597
3001912,35.520206
3001913,100.4411
3001914,2378.1873
3001915,53.07942
3001916,575.59296
3001917,28.682165
3001918,1088.8042
3001919,973.19855
3001920,387.4103
3001921,125.02877
3001922,194.84816
3001923,3837.417
3001924,27.44337
3001925,25.962526
3001926,59.118988
3001927,144.76573
3001928,25.962526
3001929,267.046
3001930,28.62756
3001931,144.47585
3001932,175.26685
3001933,253.69588
3001934,41.219124
3001935,215.70848
3001936,395.18243
3001937,32.450134
3001938,111.42583
3001939,150.76256
3001940,122.869026
3001941,4086.0054
3001942,616.3002
3001943,69.59939
3001944,45.635853
3001945,43.86008
3001946,119.93557
3001947,3048.9292
3001948,49.5854
3001949,544.063
3001950,39.241295
3001951,1349.2362
3001952,951.72314
3001953,331.52023
3001954,148.6658
3001955,218.48515
3001956,5088.3647
3001957,28.783073
3001958,27.302242
3001959,67.50113
3001960,111.61084
3001961,27.302242
3001962,205.02164
3001963,29.967255
3001964,140.19069
3001965,142.11203
3001966,220.54108
3001967,40.635567
3001968,218.3616
3001969,367.46176
3001970,26.569824
3001971,26.569824
3001972,194.63815
3001973,92.899254
3001974,2638.8557
3001975,610.24994
3001976,62.449062
3001977,-8.4864645
3001978,-10.262234
3001979,41.897232
3001980,2714.1426
3001981,-32.620502
3001982,569.2126
3001983,4.295747
3001984,1015.00885
3001985,872.36255
3001986,330.7353
3001987,172.9469
3001988,221.86769
3001989,3914.9973
3001990,-6.589262
3001991,-8.070095
3001992,70.523636
3001993,67.46478
3001994,-8.070095
3001995,263.3771
3001996,-3.384504
3001997,146.73045
3001998,121.563675
3001999,229.92397
3002000,9.010613
3002001,220.16602
3002002,341.55576
3002003,1.6755993
3002004,1.6755993
3002005,335.9758
3002006,169.86272
3002007,3756.4888
3002008,602.2002
3002009,26.896105
3002010,31.671349
3002011,29.895582
3002012,87.73254
3002013,2783.8188
3002014,47.45478
3002015,683.97925
3002016,23.057531
3002017,1394.3447
3002018,1105.5492
3002019,443.85806
3002020,114.24344
3002021,184.06285
3002022,4307.3833
3002023,22.632957
3002024,21.152119
3002025,46.410423
3002026,120.80142
3002027,21.152119
3002028,230.26352
3002029,23.817148
3002030,120.51156
3002031,112.49828
3002032,229.73163
3002033,34.485462
3002034,208.97482
3002035,335.55414
3002036,21.050451
3002037,21.050451
3002038,139.36287
3002039,89.17533
3002040,2575.2053
3002041,606.2604
3002042,58.725147
3002043,18.58082
3002044,16.805052
3002045,81.22764
3002046,2185.4446
3002047,35.286858
3002048,530.98315
3002049,10.889608
3002050,1043.2944
3002051,932.14825
3002052,339.5085
3002053,106.737915
3002054,176.55731
3002055,3510.2778
3002056,16.392467
3002057,14.911628
3002058,48.678818
3002059,108.0066
3002060,14.911628
3002061,230.28703
3002062,17.576653
3002063,107.71672
3002064,138.50778
3002065,206.58755
3002066,30.168224
3002067,204.6576
3002068,358.42334
3002069,16.733215
3002070,100.98565
3002071,167.89977
3002072,107.152084
3002073,3904.604
3002074,526.8676
3002075,36.84348
3002076,-76.95047
3002077,-78.72625
3002078,110.57946
3002079,2076.0688
3002080,-75.18838
3002081,496.29507
3002082,-99.585625
3002083,992.21826
3002084,862.97205
3002085,279.58383
3002086,75.62656
3002087,145.44597
3002088,3045.5977
3002089,-6.5831685
3002090,-8.064006
3002091,69.84795
3002092,125.59898
3002093,-8.064006
3002094,247.87938
3002095,-5.3989806
3002096,125.30917
3002097,156.10014
3002098,234.52919
3002099,7.1925907
3002100,179.04733
3002101,348.1446
3002102,-4.2110176
3002103,-4.2110176
3002104,124.671974
3002105,96.778435
3002106,3845.6396
3002107,686.21045
3002108,15.899252
3002109,16.407074
3002110,14.631298
3002111,114.61849
3002112,3927.5105
3002113,33.009804
3002114,509.73724
3002115,8.61256
3002116,1135.9329
3002117,901.12646
3002118,348.8689
3002119,104.46081
3002120,174.28024
3002121,3900.964
3002122,-0.58923334
3002123,-2.0700698
3002124,32.3577
3002125,79.57809
3002126,-2.0700698
3002127,206.95036
3002128,4.6733904
3002129,100.431404
3002130,114.15763
3002131,193.60014
3002132,17.264956
3002133,207.8244
3002134,410.37204
3002135,16.032635
3002136,16.032635
3002137,139.59395
3002138,87.07231
3002139,2922.3147
3002140,477.43384
3002141,21.287663
3002142,65.407265
3002143,63.631474
3002144,151.75674
3002145,8911.715
3002146,117.72731
3002147,1484.1086
3002148,249.15933
3002149,2507.9004
3002150,2479.3857
3002151,1004.7862
3002152,493.5557
3002153,749.0215
3002154,9264.591
3002155,51.94624
3002156,50.465405
3002157,231.41457
3002158,181.67378
3002159,50.465405
3002160,794.6914
3002161,346.87894
3002162,1307.9762
3002163,346.87894
3002164,766.511
3002165,75.86441
3002166,493.8648
3002167,1692.9554
3002168,115.726204
3002169,115.726204
3002170,776.0459
3002171,559.74744
3002172,12111.064
3002173,834.62366
3002174,142.54681
3002175,59.638664
3002176,57.862885
3002177,93.180916
3002178,8103.526
3002179,78.65459
3002180,1382.6776
3002181,210.08667
3002182,2223.7515
3002183,2242.0994
3002184,786.26276
3002185,443.84836
3002186,699.3141
3002187,9206.371
3002188,25.19198
3002189,23.711145
3002190,175.0447
3002191,142.33147
3002192,23.711145
3002193,728.77014
3002194,616.0386
3002195,1242.055
3002196,307.53665
3002197,642.3692
3002198,49.110176
3002199,467.11057
3002200,1564.7579
3002201,85.104515
3002202,310.11508
3002203,736.34607
3002204,493.76282
3002205,9878.664
3002206,819.4254
3002207,126.02992
3002208,19.888493
3002209,18.112751
3002210,-83.30767
3002211,5907.237
3002212,17.835686
3002213,1152.1542
3002214,55.98426
3002215,2035.221
3002216,1933.8539
3002217,603.7281
3002218,233.76479
3002219,489.2304
3002220,8548.233
3002221,25.277851
3002222,23.797012
3002223,52.853043
3002224,13.894607
3002225,23.797012
3002226,608.6058
3002227,158.39409
3002228,1070.1096
3002229,163.30925
3002230,553.91486
3002231,49.19605
3002232,456.172
3002233,1550.8921
3002234,51.73048
3002235,212.46957
3002236,676.7167
3002237,315.73068
3002238,4924.001
3002239,476.0788
3002240,77.12598
3002241,37.021477
3002242,35.245735
3002243,-57.73685
3002244,6326.7324
3002245,34.968685
3002246,1236.387
3002247,73.11725
3002248,2144.6453
3002249,2105.9624
3002250,687.9609
3002251,250.89774
3002252,506.3634
3002253,8801.755
3002254,42.410843
3002255,40.93
3002256,78.42386
3002257,39.46544
3002258,40.93
3002259,692.83856
3002260,553.59644
3002261,1154.3423
3002262,188.8801
3002263,638.14764
3002264,66.32902
3002265,473.305
3002266,1556.6106
3002267,68.863464
3002268,68.863464
3002269,654.7816
3002270,387.35666
3002271,5978.1875
3002272,614.8046
3002273,148.752
3002274,-16.055874
3002275,-17.831636
3002276,-175.94453
3002277,4258.7065
3002278,-28.962917
3002279,1009.8142
3002280,2.411984
3002281,1748.1967
3002282,1633.9855
3002283,347.5648
3002284,188.66095
3002285,444.12656
3002286,6704.565
3002287,21.909464
3002288,20.428627
3002289,41.83104
3002290,16.201025
3002291,20.428627
3002292,578.4394
3002293,400.00763
3002294,758.6739
3002295,167.42567
3002296,542.7794
3002297,46.49631
3002298,386.84845
3002299,1204.7488
3002300,40.260952
3002301,231.88864
3002302,567.90125
3002303,160.24838
3002304,3360.4185
3002305,41.160957
3002306,-70.80857
3002307,11.421799
3002308,9.646036
3002309,71.44643
3002310,6205.5127
3002311,1.5607797
3002312,1337.0247
3002313,68.7587
3002314,2212.7588
3002315,2278.346
3002316,853.3709
3002317,356.1965
3002318,611.66223
3002319,7479.954
3002320,32.75247
3002321,31.271635
3002322,179.97885
3002323,201.7244
3002324,31.271635
3002325,684.15454
3002326,201.0381
3002327,1100.8127
3002328,318.4352
3002329,675.0051
3002330,57.33932
3002331,387.15912
3002332,1415.502
3002333,63.007122
3002334,63.007122
3002335,589.1344
3002336,361.9643
3002337,9871.77
3002338,1130.1945
3002339,68.70331
3002340,-25.053726
3002341,-26.829502
3002342,-109.70798
3002343,2087.7185
3002344,-62.047215
3002345,224.0411
3002346,-16.99886
3002347,698.0406
3002348,574.68463
3002349,22.004623
3002350,36.50811
3002351,85.428925
3002352,3533.0066
3002353,-5.873866
3002354,-7.354701
3002355,-9.788153
3002356,-51.393288
3002357,-7.354701
3002358,60.19099
3002359,0.610529
3002360,-69.42514
3002361,16.252258
3002362,44.739735
3002363,13.005645
3002364,224.16103
3002365,147.29393
3002366,17.783575
3002367,17.783575
3002368,293.79645
3002369,135.65439
3002370,3763.809
3002371,317.52316
3002372,7.4620543
3002373,1.7370201
3002374,-0.038746238
3002375,-202.64099
3002376,3634.4485
3002377,-18.621292
